영상Id,채널Id,영상제목,업로드날짜,조회수,좋아요,댓글,해시태그
yMxZjeZl698,UCdtRAcd3L_UpV4tMXCw63NQ,약자를 무시하면 안되는 이유,2023-04-30T11:00:39Z,112323,1443,194,"['피지컬갤러리', '김계란', '코미디', '코메디', '쇼츠', '닛몰캐쉬', 'gymmemes', 'meme', 'gym', 'tiktok', '메타코미디', '과로사', '헬스장', '운동', '데드리프트', '바벨로우', '자세', '오퀸', '돼람이']"
rbWUTFKKJ4k,UCdtRAcd3L_UpV4tMXCw63NQ,3대 800... 그들이 다시 돌아왔습니다! | USAPL Korea IRON SOULS,2023-04-30T08:50:58Z,56306,314,5,['우마게임']
7JXwzEKFtdQ,UCdtRAcd3L_UpV4tMXCw63NQ,레터럴 레이즈하면 다치는 몸이 있다고?,2023-04-28T10:00:07Z,43336,543,70,"['피지컬갤러리', '김계란']"
nRozBasKpWE,UCdtRAcd3L_UpV4tMXCw63NQ,밥 먹을때 이 음료수들을 먹으면 엄청난 효과가.. l 다이어트 개꿀팁,2023-04-26T10:14:57Z,77166,1177,106,"['피지컬갤러리', '김계란', '다이어트', '식단', '음료수', '콜라', '푸룬', '식이섬유', '샐러드', '난소화성말토덱스트린', '제로', '운동', '유산소', '무산소']"
y-hfaS0tVUY,UCdtRAcd3L_UpV4tMXCw63NQ,스포츠왕 전기.. 체력 측정.....,2023-04-25T11:00:46Z,84778,1109,141,"['피지컬갤러리', '김계란', '운동', '입시', '체대', '데드리프트', '바벨로우', '영화리뷰', '영화', '전기', '파이', '머니게임', '우마게임', '다이어트', '유산소', '무산소', '헬스', '짐', 'gymmeme', 'gym', '가짜사나이', '자세']"
JsUkKt4p9n4,UCdtRAcd3L_UpV4tMXCw63NQ,돼지왕 전기가 왔네요...,2023-04-23T09:00:21Z,282871,3277,425,"['피지컬갤러리', '김계란', '데드리프트', '바벨로우', '체대입시', '수능', '논리왕전기', '전기', '공혁준', '우마게임', '머니게임', '가짜사나이', '조밥곽선생', '곽튜브', '빠니보틀', '멀리뛰기', '클라이밍', '인바디', '체성분', '지방', '비만', '고도비만']"
bwmZnKwlX_M,UCdtRAcd3L_UpV4tMXCw63NQ,저지방의 진실,2023-04-19T09:00:20Z,90935,1380,197,"['피지컬갤러리', '김계란', '다이어트', '식단', '지방', '고지방', '저지방', '유산소', '무산소', '데드리프트', '저탄고지', '고탄저지', '오메가3', '오메가6', '올리브유', '식물성지방', '동물성지방', '포화지방', '불포화지방', '아몬드', '무지방']"
ptBkZKe1l2I,UCdtRAcd3L_UpV4tMXCw63NQ,의외로 살 안찌는 음식들,2023-04-18T09:00:26Z,94066,1251,156,"['피지컬갤러리', '김계란', '다이어트', '식단', '비비고', '오뚜기', '즉석국', '국밥', '선지', '소고기', '고구마', '닭가슴살', '야채', '닭고야', '다이어트식단', '다이어트도시락', '저칼로리', '저지방', '단백질', '저탄고지', '유산소']"
GsdFV8Kcy0g,UCdtRAcd3L_UpV4tMXCw63NQ,수면 게임 첫 24시간 요약본 ㅣ 라이프 에이드 제작,2023-04-17T09:00:08Z,117209,454,107,"['피지컬갤러리', '김계란']"
0S9WISTECFg,UCdtRAcd3L_UpV4tMXCw63NQ,월드스타가 되어 돌아온 그녀...,2023-04-16T09:00:01Z,555737,3432,322,"['피지컬갤러리', '김계란', '이다혜', '기아', '기아타이거즈', '치어리더', '야구', 'KBO', 'Rakuten', 'Rakuengirls', 'Ramigirls', '운동', '데드리프트', '바벨로우', '유산소', '인바디']"
wGKvI-sT6Us,UCdtRAcd3L_UpV4tMXCw63NQ,일론머스크가 맞은 다이어트 주사 진짜 효과 있을까?,2023-04-12T09:00:40Z,62629,832,182,"['피지컬갤러리', '김계란', '다이어트', '식단', '유산소', '무산소', '런닝', '런닝머신', '헬스', '마운자로', '샥센다', '다이어트식단', '단기다이어트', '지방', '위고비', '오젬픽', '다이어트약', '다이어트주사', '부작용', '다이어트부작용', '요요']"
jSB7q-yJpqc,UCdtRAcd3L_UpV4tMXCw63NQ,모든 제로 음료를 끓여봤더니... 와 ㄷㄷ...,2023-04-11T09:00:33Z,164785,1918,345,"['피지컬갤러리', '김계란', '다이어트', '칼로리', '제로', '제로콜라', '알룰로오스', '에리스리톨', '고혈당', '당뇨', '인슐린', '혈당', '설탕', '당류', '달달한', '식단', '유산소', '운동']"
rDJd_QCvLaU,UCdtRAcd3L_UpV4tMXCw63NQ,다이어트 제로과자의 진실,2023-04-09T09:00:26Z,188899,2300,359,"['피지컬갤러리', '김계란', '다이어트', '식단', '제로', '제로콜라', '제로음료', '제로사이다', '제로슈가', '당뇨', '혈당', '인슐린', '초코파이', '간식', '데드리프트', '바벨로우', '공혁준', '칼로리', '햄버거', '우마게임']"
vlkp2ppn7ko,UCdtRAcd3L_UpV4tMXCw63NQ,김계란식 짜파게티 살 안찌게 먹는법 (광고x),2023-04-06T09:00:37Z,161658,1776,296,"['피지컬갤러리', '김계란', '다이어트', '식단', '짜장면', '짜파게티', '라면', '단백질', '닭가슴살', '체지방', '감량', '중국집', '탄단지', '저칼로리', '저지방', '저탄고지', '고탄저지']"
T4rYZ5Sc2Cg,UCdtRAcd3L_UpV4tMXCw63NQ,3대 600 스즈메의 문단속,2023-04-03T09:00:14Z,767513,13048,1125,"['피지컬갤러리', '김계란', '영화', '영화리뷰', '스즈메의문단속', '스즈메', '산카이마코토', '너의이름은', '날씨의아이', '애니메이션', '애니', '덕후', '숏무비', '숏필름']"
PyCczcRKbJY,UCdtRAcd3L_UpV4tMXCw63NQ,김계란이 뽑은 최고의 다이어트 라면🔥 브랜드별 면류 총 리뷰!!!!,2023-04-02T02:50:00Z,213911,2799,360,"['피지컬갤러리', '김계란', '다이어트', '식단', '라면', '짜파게티', '짜장면', '체지방', '감량', '나트륨', '설탕', '제로콜라', '제로음료', '건면', '신라면', '운동', '헬스', '유산소', '무산소']"
ECLNNDssoyk,UCdtRAcd3L_UpV4tMXCw63NQ,크고 넓직한 어깨를 위한 운동법,2023-03-31T09:00:07Z,45389,687,92,"['피지컬갤러리', '김계란']"
NWf_bKZEjZU,UCdtRAcd3L_UpV4tMXCw63NQ,충격적인 과로사 근황...,2023-03-30T09:00:14Z,1010458,9783,1069,"['피지컬갤러리', '김계란', '우마게임', '과로사', '공혁준', '다이어트', '인바디', '체지방', '식단', '헬스', '근육량', '운동', '트위치', '스트리머', '버튜버']"
OWDd-smpLEw,UCdtRAcd3L_UpV4tMXCw63NQ,개같이 부활...,2023-03-26T03:00:18Z,369645,5643,464,"['피지컬갤러리', '김계란', '스케치코미디', '영화리뷰', '영화', '다이어트', '식단', '당뇨', '숏박스', '너덜트', '사내뷰공업']"
UGICBD5XMb0,UCdtRAcd3L_UpV4tMXCw63NQ,48시간의 수면 참기..  I 수면게임 예고편 (라이프에이드 제작),2023-03-24T10:00:18Z,124311,937,184,"['피지컬갤러리', '김계란']"
9k253YHxzkM,UCdtRAcd3L_UpV4tMXCw63NQ,근육통이 있을 때 운동을 해도 될까?,2023-03-23T09:00:06Z,276857,3049,363,"['피지컬갤러리', '김계란', '다이어트', '운동', '헬스장', '공감', '통증', '근육통', '요통', '허리통증', '무릎통증', '목통증', '거북목', '손목터널증후군', '발바닥통증']"
psxhre7zm6s,UCdtRAcd3L_UpV4tMXCw63NQ,다이어트 중 최고라고 불리는 음식..!! 서브웨이 전격 분석 !!!!,2023-03-19T03:00:19Z,315067,5465,583,"['피지컬갤러리', '김계란', '다이어트', '식단', '서브웨이', '햄버거', '간식', '통밀빵', '체지방', '당뇨', '혈당', '인슐린', '카니보어', '간헐적단식', '고탄저지', '저탄고지']"
66JZCs6NRdQ,UCdtRAcd3L_UpV4tMXCw63NQ,나이가 들수록 무조건 웨이트 해야 합니다!!!  (Feat 근감소증),2023-03-17T11:00:04Z,36058,576,63,"['피지컬갤러리', '김계란', '건강', '운동', '라이프에이드', '중년']"
JRzOb3GwjZU,UCdtRAcd3L_UpV4tMXCw63NQ,밥 먹을때 이 순서만 지켜도 최악은 면합니다 l 다이어트 개꿀팁,2023-03-16T09:00:10Z,431561,4416,468,"['피지컬갤러리', '김계란', '다이어트', '식단', '현미밥', '혈당', '당뇨', '살찌는', '지방', '단백질', '밥', '빵', '닭가슴살', '고기', '샐러드']"
_3CKINQQ36I,UCdtRAcd3L_UpV4tMXCw63NQ,"레전드 반응속도 ㄷㄷ.. 프로게이머 10명 vs 김계란, 윤성빈",2023-03-12T03:00:24Z,711269,7724,965,"['피지컬갤러리', '김계란', '윤성빈', '피지컬100', '도파', '랄로', '괴물쥐', '페이커', '오너', '케리아', '피넛', 'Peanut', 'T1', 'LCK', 'leagueoflegend', 'LOL', '리그오브레전드']"
ppncqlMyosc,UCdtRAcd3L_UpV4tMXCw63NQ,다이어트 중 이 햄버거들은 드셔도 됩니다. 브랜드별 햄버거 순위 !!!,2023-03-09T09:00:33Z,977942,11923,2045,"['피지컬갤러리', '김계란', '식단', '다이어트', '제로콜라', '피갤', '햄버거', '저탄고지', '고탄저지', '키토제닉', '간헐적단식', '당뇨', '뱃살', '내장지방', '올챙이배', '팔뚝살', '허벅지안쪽살', '승마살', '서브웨이']"
1H_yMh5WO5c,UCdtRAcd3L_UpV4tMXCw63NQ,차로 운동하는 남자들,2023-03-05T03:00:00Z,270437,3298,478,"['피지컬갤러리', '김계란', '영화', '영화리뷰', '스케치코미디', '사내뷰공업', '너덜트', '숏박스', '싱글벙글', '장성엽', '보디빌딩', '피갤', '웃긴짤', '세제로', '여자운동', '다이어트']"
gQ2rYz2ZGx8,UCdtRAcd3L_UpV4tMXCw63NQ,[짐공략 쿼드짐편] 인테리어보다 기구에 몰빵한 센터,2023-03-03T09:00:35Z,40594,329,78,"['피지컬갤러리', '김계란']"
EyHo-C6STPk,UCdtRAcd3L_UpV4tMXCw63NQ,풀리지 않는 논쟁,2023-03-01T03:00:06Z,193014,3508,436,"['피지컬갤러리', '김계란', '피갤', '헬스', '숏박스', '너덜트', '사내뷰공업', '싱글벙글', '영화', '영화리뷰', '스케치코미디', '다이어트', '운동', '운동꿀팁', '유산소', '무산소']"
zxGdarcSl6I,UCdtRAcd3L_UpV4tMXCw63NQ,제로 음료 물 대신 마셔도 되나요? 제로 음료 전체 리뷰!!!,2023-02-26T04:00:17Z,727353,7667,731,"['피지컬갤러리', '김계란', '공혁준', '서렌더', '결혼식', '제로칼로리', '제로음료', '제로콜라', '제로사이다', '제로밀키스', '제로맥콜', '다이어트', '물', '수분', '음료', '유산소', '설탕', '콜라']"
f0bOh8LdOlY,UCdtRAcd3L_UpV4tMXCw63NQ,"계라니, 뚫어!!",2023-02-24T09:00:25Z,77856,811,76,"['피지컬갤러리', '김계란']"
GDf7w1W2Upw,UCdtRAcd3L_UpV4tMXCw63NQ,내가 스쿼트 그만하라고 했지,2023-02-23T10:00:08Z,188644,3888,564,"['피지컬갤러리', '김계란', '스케치코미디', '싱글벙글', '숏박스', '너덜트', '사내뷰공업', '영화', '영화리뷰', '바벨로우', '자세', '스쿼트자세', '데드리프트자세', '3대운동', '삼대운동', '운동추천']"
HGrzAD2wbG8,UCdtRAcd3L_UpV4tMXCw63NQ,과로사 매드무비,2023-02-22T08:51:57Z,148636,2048,119,"['피지컬갤러리', '김계란', '우마게임', '우마', 'uma', '과로사', '빠니보틀', '곽튜브']"
vyXE7r5TdjE,UCdtRAcd3L_UpV4tMXCw63NQ,아직도 3대 500만 중요한가요? 인.자.강.의 옵션,2023-02-21T09:00:38Z,100109,1056,182,"['피지컬갤러리', '김계란']"
fpSP6HGv36A,UCdtRAcd3L_UpV4tMXCw63NQ,"준우승자 최악의 괴식 요리 집행 영상,,, l 우마게임 비하인드",2023-02-19T03:00:30Z,738446,8958,538,"['피지컬갤러리', '김계란', '우마', 'uma', '김민교', '진용진', '곽튜브', '빠니보틀']"
IAGSZABTL10,UCdtRAcd3L_UpV4tMXCw63NQ,최종 3인.. 극악 난이도 음식 소눈알 젤리!! l 우마게임 최종회,2023-02-12T03:00:36Z,2133326,23966,5597,"['피지컬갤러리', '김계란', '우마', '우마게임', 'uma', 'dex', 'jinyoung', '빠니보틀', '곽튜브', '김민교', '전기', '박민정']"
UNK4PRU4-38,UCdtRAcd3L_UpV4tMXCw63NQ,제발 그만.. 지옥의 타란툴라 감바스 먹방...  l 우마게임Ep6,2023-02-09T10:16:14Z,2019738,20968,5860,"['피지컬갤러리', '김계란', '우마', '빠니보틀', '곽튜브', '덱스', 'dex', '솔로지옥', 'umagame', 'uma', 'jinyoung', '우마겜']"
evL6kefdJ_4,UCdtRAcd3L_UpV4tMXCw63NQ,[우마게임 Ep5 미공개 영상] 상공 5m 추락.. 탈락자들의 수다,2023-02-08T10:00:32Z,675279,5714,861,"['피지컬갤러리', '김계란', '우마', '빠니보틀', '곽튜브', '덱스', 'dex', '솔로지옥', 'umagame', 'uma', 'jinyoung', '우마겜', '장수풍뎅이', '물장군']"
hD5_QWOp1c4,UCdtRAcd3L_UpV4tMXCw63NQ,생존률 50%.. 극악 난이도 매미전 먹방 l 우마게임Ep5,2023-02-05T03:00:16Z,3108045,23254,6635,"['피지컬갤러리', '김계란', '우마', '빠니보틀', '곽튜브', '덱스', 'dex', '솔로지옥', 'umagame', 'uma', 'jinyoung', '우마겜', '꽃매미전']"
1y8jWYQ7l0I,UCdtRAcd3L_UpV4tMXCw63NQ,[우마게임 Ep3-4 미공개 영상] 그 많던 괴식은 누가 다 먹었을까?,2023-02-04T03:00:02Z,736426,6165,1834,"['피지컬갤러리', '김계란', '우마', '빠니보틀', '곽튜브', '덱스', 'dex', '솔로지옥', 'umagame', 'uma', 'jinyoung', '우마겜', '장수풍뎅이', '물장군']"
P_lrORLooos,UCdtRAcd3L_UpV4tMXCw63NQ,세계 최초 장수풍뎅이 초밥 먹방!!!! | 우마게임 Ep4,2023-02-02T11:00:19Z,3328408,27822,14101,"['피지컬갤러리', '김계란', '우마', '빠니보틀', '곽튜브', '덱스', 'dex', '솔로지옥', 'umagame', 'uma', 'jinyoung', '우마겜', '장수풍뎅이', '물장군']"
JlTa9cVywmA,UCdtRAcd3L_UpV4tMXCw63NQ,점점 올라가는 수위.. 극악 난이도의 3라운드 시작 l 우마게임 Ep3,2023-01-29T03:00:31Z,3222892,27503,12204,"['우마게임', '피지컬갤러리', '우마', 'UMAGAME', 'DEX', '덱스', 'JINYOUNG', '빠니보틀', '곽튜브', '잇섭', '피지컬100']"
_YhrjYWza9Y,UCdtRAcd3L_UpV4tMXCw63NQ,[우마게임 Ep2 미공개 영상] 솔로지옥..아니 좀비지옥에서 탈출하라,2023-01-26T10:37:43Z,794834,6371,1404,"['피지컬갤러리', '김계란']"
GP3AYrDMKHc,UCdtRAcd3L_UpV4tMXCw63NQ,진짜 제발.. 못먹겠어요.. 본게임 시작! | 우마게임 Ep2,2023-01-24T03:00:09Z,3235353,34580,10424,"['피지컬갤러리', '우마게임', '우마', '빠니보틀', '곽튜브', '덱스', '솔로지옥', 'UMAGAME', 'UMA', 'Jinyoung', 'Dex', '우마겜']"
2G-OmXs9Fis,UCdtRAcd3L_UpV4tMXCw63NQ,[우마게임 Ep1 미공개 영상] 유튜버들의 마녀사냥 숨겨진 이야기,2023-01-23T05:23:47Z,1005275,8357,1470,"['피지컬갤러리', '김계란', '우마게임', '우마', '곽튜브', '김민교', '빠니보틀', '미방분', '비하인드', '미공개', 'dex', 'jinyoung']"
5g4Wn7_2mS4,UCdtRAcd3L_UpV4tMXCw63NQ,대한민국 역사상 없었던 극악 예능 | 우마게임 Ep1,2023-01-22T03:00:10Z,4772182,51355,7903,"['피지컬갤러리', '우마게임', '우마', '빠니보틀', '곽튜브', '덱스', '솔로지옥', 'UMAGAME', 'UMA', 'Jinyoung', 'Dex', '우마겜']"
G5M5xDdmF7M,UCdtRAcd3L_UpV4tMXCw63NQ,울고.. 토하고.. 지상 최악의 게임 I 우마게임 Ep.0,2023-01-15T02:55:41Z,2140157,25713,5120,"['피지컬갤러리', '김계란', '우마', '우마게임', '과로사', '김민교', '뽀구미', '김원식', '박민정', '유혜디', '오지은', '쵸단']"
e_a9OSV8GJ8,UCdtRAcd3L_UpV4tMXCw63NQ,"여동생이 넷플릭스에 나온 건에 대하여,,,",2023-01-13T11:00:32Z,449673,3481,260,"['피지컬갤러리', '김계란', '넷플릭스', '피지컬100', '심으뜸', '윤성빈', '추성훈', '운동', '헬스']"
Z2Q3Puzq8rQ,UCdtRAcd3L_UpV4tMXCw63NQ,관계자가 밝히는 우마게임 9가지 비밀,2023-01-11T10:50:10Z,1092721,13393,1039,"['피지컬갤러리', '김계란', '우마', '우마게임', '문상훈', '잇섭', '곽튜브', '빠니보틀', '유혜디', '이근']"
im24hNIoJuM,UCdtRAcd3L_UpV4tMXCw63NQ,서울대학교 평생교육원에서 피트니스 종사자들을 위한 창업 전문가 과정을 모집합니다. [SNUF 2기 모집],2023-01-10T10:00:18Z,27681,314,48,
M0cvjIuyCvQ,UCdtRAcd3L_UpV4tMXCw63NQ,[라이프에이드] 스트레칭 '매일' 안해도 되는 이유..,2023-01-07T04:00:04Z,56889,1107,66,
qL8xYK7AJUY,UCdtRAcd3L_UpV4tMXCw63NQ,인스타 셀럽.. 그녀의 집 방문,2023-01-05T10:00:28Z,639043,4465,312,"['피지컬갤러리', '김계란', '구전녹용', '세제로', '#명절선물', '#부모님선물']"
CrIo-Yh02Cs,UCdtRAcd3L_UpV4tMXCw63NQ,뉴진스 'OMG',2023-01-04T11:00:16Z,533099,11173,446,"['피지컬갤러리', '김계란']"
7aZSiGXKQXE,UCdtRAcd3L_UpV4tMXCw63NQ,절대 만나서는 안될 미친놈...,2023-01-03T11:00:03Z,817845,11885,1437,"['우마', '우마게임', '김계란', '피지컬갤러리', '오징어게임']"
c-3Hqr2U9mc,UCdtRAcd3L_UpV4tMXCw63NQ,"""올해는 꼭 도전해보세요"" (동기부여)",2023-01-01T02:39:14Z,174732,3188,247,"['피지컬갤러리', '김계란', '동기부여', '다이어트', '새해 목표', '새해 다짐', '운동']"
Q0ryD2VshJk,UCdtRAcd3L_UpV4tMXCw63NQ,[라이프에이드] 턱이 쇄골에 안 닿는 이유,2022-12-31T04:00:07Z,50769,445,60,"['피지컬갤러리', '김계란']"
LSSniIL0UNw,UCdtRAcd3L_UpV4tMXCw63NQ,"운동 유튜버 총 출동.. 비상 대책회의 (W.말왕, 권혁, 지기tv, 핏블리, 지피티)",2022-12-29T11:00:09Z,694875,9209,962,"['피지컬갤러리', '김계란', '지기tv', '권혁', '말왕', '핏블리', '지피티']"
RbPzZAflSJk,UCdtRAcd3L_UpV4tMXCw63NQ,[라이프에이드] 헬스장 '먹튀'이론,2022-12-23T09:00:14Z,207651,2541,371,"['피지컬갤러리', '김계란']"
nreMKIT3Zg4,UCdtRAcd3L_UpV4tMXCw63NQ,"현장 초토화.. 세계 1위가 바뀌는 순간!! 레전드입니다ㄷㄷ 꼭 보세요! (with 김계란, 권혁)ㅣ USAPL KOREA 파워리프팅",2022-12-22T13:30:08Z,702074,4013,492,"['피지컬갤러리', '김계란']"
1E_erNtEznw,UCdtRAcd3L_UpV4tMXCw63NQ,"3대 960? 이겨볼게요ㅎ (with 진자림 쏘대장, 과로사, 주둥이, 찌모햄, 뽀구미)",2022-12-18T02:40:00Z,751754,5260,733,
iTEVVB81Bsg,UCdtRAcd3L_UpV4tMXCw63NQ,[라이프에이드] 수명을 깎아먹는 최악의 선택.. (수면부채),2022-12-14T09:00:18Z,87755,1753,167,"['피지컬갤러리', '김계란', '수면부채', '수면요법', '불면증', '수면부족', '수명단축']"
9AiuWoUd8Qk,UCdtRAcd3L_UpV4tMXCw63NQ,[라이프에이드] 과학적으로 밝혀진 근손실 막는 방법! (9분의 1 노력),2022-12-09T09:00:07Z,34473,563,51,
p2ax9kwnLKI,UCdtRAcd3L_UpV4tMXCw63NQ,대한민국 무지성 헬스 시절,2022-12-04T02:40:01Z,1239555,9600,1081,"['2032년', '김계란', '피지컬갤러리', '하트가슴', '핀레레', '숀리', '팔뚝살', '수건컬', '타월컬']"
NPzksbJQG1E,UCdtRAcd3L_UpV4tMXCw63NQ,[라이프에이드] 손목이 뻐근하고 아프다면?,2022-12-03T03:00:15Z,54300,1984,107,"['피지컬갤러리', '김계란', '손목터널증후군', '손목', '손목통증', '손목스트레칭', '손목통증스트레칭', '손목운동', '예방법']"
xYqB7iL2Tm8,UCdtRAcd3L_UpV4tMXCw63NQ,충격적인 김계란 헬스장 썰,2022-12-01T10:00:24Z,165183,1841,176,"['피지컬갤러리', '피갤', '김계란', '이다혜', '꼬꼬무']"
k0HzIHC8m4Q,UCdtRAcd3L_UpV4tMXCw63NQ,싱가포르에서 만난 2500만 운동 유튜버..,2022-11-29T10:00:28Z,560180,4498,358,"['피지컬갤러리', '김계란', '브이로그', '유튜브', '유튜브코리아', '싱가포르', '해외', '해외유튜버', 'Nessiejudge', 'jessica jane', 'Yudist ardhana', 'sagawa', 'bayashi', 'chloeting', 'sarahviloid']"
m1ytMcFIQOo,UCdtRAcd3L_UpV4tMXCw63NQ,이다혜 치어리더 데드리프트 65kg 도전,2022-11-28T10:00:22Z,565198,4423,73,"['피지컬갤러리', '김계란']"
he1MRV_m4-A,UCdtRAcd3L_UpV4tMXCw63NQ,"회원님 여기가 제일 싸요 진짜 I ASMR, 양아치 트레이너, PT상담",2022-11-27T11:00:22Z,171669,2426,437,"['피지컬갤러리', '김계란', '다이어트', '운동', 'asmr', 'asmr 팅글', '롤플레이', '양아치 트레이너']"
w9L2BDQJ9cs,UCdtRAcd3L_UpV4tMXCw63NQ,헬창이 알바를 구할 때,2022-11-25T12:00:43Z,998041,11733,109,"['피지컬갤러리', '김계란']"
gHxsFRJNrS0,UCdtRAcd3L_UpV4tMXCw63NQ,득근득근 폴댄스...,2022-11-24T10:00:33Z,1897887,32354,445,"['피지컬갤러리', '김계란']"
#NAME?,UCdtRAcd3L_UpV4tMXCw63NQ,07년생 벤치프레스 200kg,2022-11-23T12:00:01Z,362807,3997,178,"['피지컬갤러리', '김계란']"
DLvqHG5n1W0,UCdtRAcd3L_UpV4tMXCw63NQ,아무리 해도 낫지 않는 이유.. (일상생활의 차이),2022-11-23T09:00:13Z,32800,535,38,
B4rZ2S9phIw,UCdtRAcd3L_UpV4tMXCw63NQ,월드컵 보는 자세 특징,2022-11-22T10:00:06Z,80714,2233,114,"['피지컬갤러리', '김계란', '거북목', '라운드숄더', '척추', '컴퓨터 자세', '목디스크', '목 디스크', '허리디스크', '허리 디스크', '자세 교정']"
v3NBYPKMUm0,UCdtRAcd3L_UpV4tMXCw63NQ,쏘대장 인생 최대 중량 도전,2022-11-18T12:00:44Z,2604908,36913,463,"['피지컬갤러리', '김계란']"
m5qMsp9nSB4,UCdtRAcd3L_UpV4tMXCw63NQ,"멋있게 늙기 위한 필수 조건, (나이대별 단백질 섭취가이드)",2022-11-18T09:00:36Z,27891,470,44,
_CT-ZaERKsI,UCdtRAcd3L_UpV4tMXCw63NQ,"당신이 그렇게 롤을 잘해? (with DRX 데프트, 킹겐, 표식)",2022-11-17T09:46:20Z,583149,7733,651,"['drx', '데프트', '김계란', '표식', '킹겐', '롤드컵', 'deft', 'league of legends', '거침없이 drx', 'drx vs t1']"
r9F-AFhJ4qw,UCdtRAcd3L_UpV4tMXCw63NQ,"신지드와 유미 (with DRX 데프트, 킹겐, 표식)",2022-11-16T11:00:37Z,353292,5678,217,"['피지컬갤러리', '김계란']"
XLZiG38JuRo,UCdtRAcd3L_UpV4tMXCw63NQ,비염 때문에 고생이라면? 이 영상을 꼭 봐주세요!,2022-11-15T10:00:31Z,243669,6154,475,"['피지컬갤러리', '김계란']"
Nk7p_ORJ4vA,UCdtRAcd3L_UpV4tMXCw63NQ,재활 운동 브이로그..,2022-11-13T02:40:32Z,363995,4877,488,"['김계란', '피지컬갤러리']"
7lQ8W_ofnsU,UCdtRAcd3L_UpV4tMXCw63NQ,벤치프레스 할 때 공감,2022-11-12T03:00:06Z,1839896,26117,190,
6aZQygH_T3c,UCdtRAcd3L_UpV4tMXCw63NQ,헬창의 호캉스,2022-11-11T10:00:04Z,2451230,32001,194,
sxmzs4huSQQ,UCdtRAcd3L_UpV4tMXCw63NQ,99%는 이해 못하는 소개팅,2022-11-10T09:59:50Z,1071175,9778,1016,"['마젠타', '피지컬갤러리', '김계란']"
bDn_ptHtlCM,UCdtRAcd3L_UpV4tMXCw63NQ,공혁준 가리는 고양이,2022-11-09T12:00:21Z,212761,2568,68,
9L5uv64498k,UCdtRAcd3L_UpV4tMXCw63NQ,"제발 하지 마세요.. '지방'은 덜 빠지고, '근육'은 더 빠지는 다이어트..",2022-11-09T09:00:05Z,60418,795,100,
m8b6gP1rUok,UCdtRAcd3L_UpV4tMXCw63NQ,주호민 작가님이 상남자인 이유,2022-11-08T10:00:25Z,155089,2691,201,"['피지컬갤러리', '김계란', '주호민', '침착맨']"
AVFj6dYVldg,UCdtRAcd3L_UpV4tMXCw63NQ,산범 출산!! 아빠 공혁준 충격적인 근황..,2022-11-06T09:12:09Z,1113030,10555,1342,"['피지컬갤러리', '김계란', '육아', '산범', '공혁준', '육아 브이로그', '출산 브이로그', '임신 브이로그']"
tFbT7_oFN4k,UCdtRAcd3L_UpV4tMXCw63NQ,꼭 기억합시다,2022-11-03T10:39:02Z,252345,10205,567,"['심폐소생술', 'CPR', '하임리히법', '응급조치', '이태원', '압사사고', '이태원참사', '다시는일어나지않기를..', '심정지', 'cpr', '4분', '골든타임', '뇌사상태']"
xwGZLVO2LwQ,UCdtRAcd3L_UpV4tMXCw63NQ,지게차 스쿼트,2022-10-29T03:00:34Z,806606,7331,166,
FNX4fXfm79Q,UCdtRAcd3L_UpV4tMXCw63NQ,UDT 출신의 포박수영,2022-10-27T10:00:08Z,637090,9377,150,
dIllMEdpXFI,UCdtRAcd3L_UpV4tMXCw63NQ,대반전 (놀람주의),2022-10-26T13:00:34Z,215894,4200,99,
a2OH7oEsc00,UCdtRAcd3L_UpV4tMXCw63NQ,사랑을 나눈 후 하체 운동하면 어떻게 될까?,2022-10-26T10:00:00Z,101423,935,254,
qSLnb6q9nMc,UCdtRAcd3L_UpV4tMXCw63NQ,99%가 몰랐던 수분 섭취 관련 5가지 진실,2022-10-25T10:30:19Z,1074936,16991,1452,"['피지컬갤러리', '김계란', '물', '수분', '섭취량', '권장량', '2리터', '3리터', '4리터', '신부전', '심부전', '진실', '팩트', '건강']"
cliGKVSwJ2g,UCdtRAcd3L_UpV4tMXCw63NQ,"우정 여행 (with 쵸단, 빠니보틀, 공혁준)",2022-10-23T02:45:48Z,1492170,13055,1104,"['피지컬갤러리', '김계란', '쵸단', '빠니보틀', '공혁준']"
0rDSoijBZTE,UCdtRAcd3L_UpV4tMXCw63NQ,헬창네컷,2022-10-22T03:00:01Z,4860736,78137,669,
eldCbblqlrs,UCdtRAcd3L_UpV4tMXCw63NQ,쵸단의 찐 스파링 실력,2022-10-21T12:00:33Z,1563468,15205,105,
zngD6p3iVgg,UCdtRAcd3L_UpV4tMXCw63NQ,어깨가 튀어나온 건 일종의 '신호'입니다. 절대 그 신호를 무시하지 마세요! (익상 견갑 a to z),2022-10-21T09:00:45Z,102071,1929,123,
Pk7-2R03Gco,UCdtRAcd3L_UpV4tMXCw63NQ,"MZ세대 코어 특징 (거북목, 라운드숄더 코어운동)",2022-10-20T10:00:27Z,512644,12547,474,"['피지컬갤러리', '김계란', '코어', '코어근육']"
brQ_dQnuPOw,UCdtRAcd3L_UpV4tMXCw63NQ,만화를 찢고 나온 남자들,2022-10-19T13:00:21Z,293744,2644,113,
